time,District,Party,Mandates,Percentage,validVotesPercentage,Votes
06/10/2019 21:15,Açores,PNR,0,0.29,0.31,107
06/10/2019 21:15,Açores,PTP,0,0.17,0.18,63
06/10/2019 21:15,Açores,MAS,0,0.15,0.16,55
06/10/2019 21:15,Açores,PDR,0,0.12,0.12,43
06/10/2019 21:15,Aveiro,PPD/PSD,1,35.02,36.84,50345
06/10/2019 21:15,Aveiro,PS,1,32.66,34.36,46956
06/10/2019 21:15,Aveiro,B.E.,0,9.19,9.67,13208
06/10/2019 21:15,Aveiro,CDS-PP,0,7.29,7.67,10481
06/10/2019 21:15,Aveiro,PAN,0,2.79,2.94,4016
06/10/2019 21:15,Aveiro,PCP-PEV,0,2.54,2.67,3652
06/10/2019 21:15,Aveiro,R.I.R.,0,0.86,0.9,1230
06/10/2019 21:15,Aveiro,IL,0,0.83,0.87,1194
06/10/2019 21:15,Aveiro,CH,0,0.82,0.86,1180
06/10/2019 21:15,Aveiro,A,0,0.63,0.67,911
06/10/2019 21:15,Aveiro,L,0,0.59,0.62,844
06/10/2019 21:15,Aveiro,PCTP/MRPP,0,0.51,0.53,730
06/10/2019 21:15,Aveiro,PURP,0,0.21,0.22,296
06/10/2019 21:15,Aveiro,PNR,0,0.2,0.21,286
06/10/2019 21:15,Aveiro,PDR,0,0.19,0.2,274
06/10/2019 21:15,Aveiro,MPT,0,0.18,0.19,253
06/10/2019 21:15,Aveiro,NC,0,0.17,0.18,251
06/10/2019 21:15,Aveiro,PTP,0,0.17,0.18,240
06/10/2019 21:15,Aveiro,PPM,0,0.13,0.14,190
06/10/2019 21:15,Aveiro,JPP,0,0.08,0.08,115
06/10/2019 21:15,Beja,PS,1,41.54,43.16,23669
06/10/2019 21:15,Beja,PCP-PEV,0,23.1,24.01,13165
06/10/2019 21:15,Beja,PPD/PSD,0,12.52,13.01,7135
06/10/2019 21:15,Beja,B.E.,0,9.03,9.39,5147
06/10/2019 21:15,Beja,CDS-PP,0,2.18,2.27,1245
06/10/2019 21:15,Beja,CH,0,2,2.08,1139
06/10/2019 21:15,Beja,PAN,0,1.9,1.97,1083
06/10/2019 21:15,Beja,PCTP/MRPP,0,1.41,1.46,802
06/10/2019 21:15,Beja,L,0,0.58,0.6,329
06/10/2019 21:15,Beja,IL,0,0.42,0.44,239
06/10/2019 21:15,Beja,A,0,0.37,0.38,208
06/10/2019 21:15,Beja,PNR,0,0.29,0.3,166
06/10/2019 21:15,Beja,MPT,0,0.28,0.29,158
06/10/2019 21:15,Beja,NC,0,0.18,0.19,105
06/10/2019 21:15,Beja,PDR,0,0.16,0.17,94
06/10/2019 21:15,Beja,PPM,0,0.15,0.15,83
06/10/2019 21:15,Beja,PTP,0,0.12,0.13,71
06/10/2019 21:15,Braga,PS,3,37.85,39.81,109363
06/10/2019 21:15,Braga,PPD/PSD,3,34.12,35.89,98583
06/10/2019 21:15,Braga,B.E.,0,8.08,8.5,23359
06/10/2019 21:15,Braga,CDS-PP,0,4.13,4.34,11934
06/10/2019 21:15,Braga,PCP-PEV,0,3.63,3.82,10494
06/10/2019 21:15,Braga,PAN,0,2.35,2.47,6788
06/10/2019 21:15,Braga,R.I.R.,0,0.8,0.84,2303
06/10/2019 21:15,Braga,IL,0,0.7,0.74,2034
06/10/2019 21:15,Braga,CH,0,0.64,0.67,1846
06/10/2019 21:15,Braga,L,0,0.59,0.62,1702
06/10/2019 21:15,Braga,PCTP/MRPP,0,0.5,0.52,1432
06/10/2019 21:15,Braga,A,0,0.44,0.46,1274
06/10/2019 21:15,Braga,NC,0,0.22,0.23,624
06/10/2019 21:15,Braga,MPT,0,0.21,0.22,610
06/10/2019 21:15,Braga,PNR,0,0.18,0.19,516
06/10/2019 21:15,Braga,PDR,0,0.15,0.16,436
06/10/2019 21:15,Braga,PTP,0,0.12,0.12,335
06/10/2019 21:15,Braga,PURP,0,0.11,0.11,312
06/10/2019 21:15,Braga,JPP,0,0.09,0.09,255
06/10/2019 21:15,Braga,MAS,0,0.09,0.1,270
06/10/2019 21:15,Braga,PPM,0,0.08,0.09,245
06/10/2019 21:15,Bragança,PPD/PSD,0,41.91,43.8,17921
06/10/2019 21:15,Bragança,PS,0,37.33,39.02,15963
06/10/2019 21:15,Bragança,B.E.,0,5.19,5.42,2218
06/10/2019 21:15,Bragança,CDS-PP,0,4.51,4.71,1927
06/10/2019 21:15,Bragança,PCP-PEV,0,1.74,1.82,744
06/10/2019 21:15,Bragança,PAN,0,0.99,1.03,422
06/10/2019 21:15,Bragança,CH,0,0.73,0.77,313
06/10/2019 21:15,Bragança,R.I.R.,0,0.58,0.6,246
06/10/2019 21:15,Bragança,PCTP/MRPP,0,0.53,0.55,227
06/10/2019 21:15,Bragança,L,0,0.36,0.38,154
06/10/2019 21:15,Bragança,PURP,0,0.32,0.34,138
06/10/2019 21:15,Bragança,IL,0,0.3,0.31,127
06/10/2019 21:15,Bragança,A,0,0.29,0.31,125
06/10/2019 21:15,Bragança,PNR,0,0.23,0.24,98
06/10/2019 21:15,Bragança,NC,0,0.19,0.2,82
06/10/2019 21:15,Bragança,PDR,0,0.18,0.19,76
06/10/2019 21:15,Bragança,PTP,0,0.18,0.19,78
06/10/2019 21:15,Bragança,PPM,0,0.12,0.13,52
06/10/2019 21:15,Castelo Branco,PS,1,40.86,42.96,31774
06/10/2019 21:15,Castelo Branco,PPD/PSD,0,27.24,28.64,21184
06/10/2019 21:15,Castelo Branco,B.E.,0,10.27,10.8,7989
06/10/2019 21:15,Castelo Branco,PCP-PEV,0,4.5,4.74,3502
06/10/2019 21:15,Castelo Branco,CDS-PP,0,3.75,3.95,2920
06/10/2019 21:15,Castelo Branco,PAN,0,2.33,2.45,1810
06/10/2019 21:15,Castelo Branco,CH,0,1.37,1.44,1068
06/10/2019 21:15,Castelo Branco,L,0,0.77,0.81,600
06/10/2019 21:15,Castelo Branco,A,0,0.75,0.78,580
06/10/2019 21:15,Castelo Branco,PCTP/MRPP,0,0.75,0.79,587
06/10/2019 21:15,Castelo Branco,R.I.R.,0,0.59,0.62,459
06/10/2019 21:15,Castelo Branco,IL,0,0.53,0.55,409
06/10/2019 21:15,Castelo Branco,PURP,0,0.32,0.33,246
06/10/2019 21:15,Castelo Branco,PNR,0,0.29,0.3,222
06/10/2019 21:15,Castelo Branco,MPT,0,0.24,0.26,189
06/10/2019 21:15,Castelo Branco,PPM,0,0.22,0.23,168
06/10/2019 21:15,Castelo Branco,PTP,0,0.18,0.19,137
06/10/2019 21:15,Castelo Branco,PDR,0,0.14,0.15,111
06/10/2019 21:15,Coimbra,PS,1,41.75,44.32,44441
06/10/2019 21:15,Coimbra,PPD/PSD,0,26.23,27.85,27924
06/10/2019 21:15,Coimbra,B.E.,0,10,10.61,10642
06/10/2019 21:15,Coimbra,PCP-PEV,0,4.71,5,5015
06/10/2019 21:15,Coimbra,CDS-PP,0,3.15,3.34,3349
06/10/2019 21:15,Coimbra,PAN,0,2.31,2.45,2459
06/10/2019 21:15,Coimbra,CH,0,0.98,1.04,1038
06/10/2019 21:15,Coimbra,A,0,0.88,0.94,938
06/10/2019 21:15,Coimbra,L,0,0.78,0.82,825
06/10/2019 21:15,Coimbra,R.I.R.,0,0.69,0.73,735
06/10/2019 21:15,Coimbra,IL,0,0.59,0.63,629
06/10/2019 21:15,Coimbra,PCTP/MRPP,0,0.58,0.61,613
06/10/2019 21:15,Coimbra,PNR,0,0.31,0.33,329
06/10/2019 21:15,Coimbra,PURP,0,0.3,0.32,322
06/10/2019 21:15,Coimbra,PDR,0,0.24,0.25,254
06/10/2019 21:15,Coimbra,MPT,0,0.21,0.22,219
06/10/2019 21:15,Coimbra,NC,0,0.19,0.2,201
06/10/2019 21:15,Coimbra,PPM,0,0.12,0.13,128
06/10/2019 21:15,Coimbra,MAS,0,0.11,0.12,118
06/10/2019 21:15,Coimbra,JPP,0,0.08,0.08,84
06/10/2019 21:15,Évora,PS,0,40.47,41.98,18508
06/10/2019 21:15,Évora,PCP-PEV,0,21.8,22.61,9967
06/10/2019 21:15,Évora,PPD/PSD,0,14.67,15.22,6709
06/10/2019 21:15,Évora,B.E.,0,7.89,8.19,3610
06/10/2019 21:15,Évora,CDS-PP,0,3.12,3.23,1426
06/10/2019 21:15,Évora,CH,0,1.98,2.06,907
06/10/2019 21:15,Évora,PAN,0,1.63,1.69,747
06/10/2019 21:15,Évora,PCTP/MRPP,0,1.46,1.51,667
06/10/2019 21:15,Évora,L,0,0.56,0.58,256
06/10/2019 21:15,Évora,IL,0,0.51,0.53,233
06/10/2019 21:15,Évora,A,0,0.48,0.5,220
06/10/2019 21:15,Évora,R.I.R.,0,0.46,0.48,211
06/10/2019 21:15,Évora,NC,0,0.44,0.46,201
06/10/2019 21:15,Évora,PNR,0,0.24,0.25,110
06/10/2019 21:15,Évora,PURP,0,0.18,0.19,83
06/10/2019 21:15,Évora,MPT,0,0.16,0.17,73
06/10/2019 21:15,Évora,PPM,0,0.15,0.16,69
06/10/2019 21:15,Évora,PDR,0,0.11,0.11,49
06/10/2019 21:15,Évora,PTP,0,0.1,0.1,46
06/10/2019 21:15,Faro,PS,1,38.31,40.3,36528
06/10/2019 21:15,Faro,PPD/PSD,0,21.41,22.52,20410
06/10/2019 21:15,Faro,B.E.,0,11.88,12.5,11329
06/10/2019 21:15,Faro,PCP-PEV,0,7.11,7.47,6775
06/10/2019 21:15,Faro,PAN,0,4.4,4.62,4192
06/10/2019 21:15,Faro,CDS-PP,0,3.76,3.95,3584
06/10/2019 21:15,Faro,CH,0,2.01,2.11,1913
06/10/2019 21:15,Faro,L,0,0.93,0.97,882
06/10/2019 21:15,Faro,PCTP/MRPP,0,0.92,0.97,876
06/10/2019 21:15,Faro,IL,0,0.77,0.81,730
06/10/2019 21:15,Faro,A,0,0.67,0.71,643
06/10/2019 21:15,Faro,R.I.R.,0,0.66,0.7,630
06/10/2019 21:15,Faro,MPT,0,0.44,0.47,423
06/10/2019 21:15,Faro,PNR,0,0.42,0.45,405
06/10/2019 21:15,Faro,NC,0,0.39,0.41,370
06/10/2019 21:15,Faro,PURP,0,0.3,0.31,282
06/10/2019 21:15,Faro,PPM,0,0.26,0.27,246
06/10/2019 21:15,Faro,PTP,0,0.23,0.24,215
06/10/2019 21:15,Faro,PDR,0,0.22,0.24,214
06/10/2019 21:15,Guarda,PS,0,38.31,40.52,23855
06/10/2019 21:15,Guarda,PPD/PSD,0,34.77,36.77,21647
06/10/2019 21:15,Guarda,B.E.,0,6.9,7.3,4298
06/10/2019 21:15,Guarda,CDS-PP,0,5.08,5.37,3162
06/10/2019 21:15,Guarda,PCP-PEV,0,3.05,3.22,1896
06/10/2019 21:15,Guarda,CH,0,1.41,1.49,876
06/10/2019 21:15,Guarda,PAN,0,1.37,1.45,855
06/10/2019 21:15,Guarda,R.I.R.,0,0.63,0.67,394
06/10/2019 21:15,Guarda,IL,0,0.52,0.55,322
06/10/2019 21:15,Guarda,PCTP/MRPP,0,0.48,0.5,297
06/10/2019 21:15,Guarda,A,0,0.46,0.48,285
06/10/2019 21:15,Guarda,L,0,0.41,0.43,254
06/10/2019 21:15,Guarda,PTP,0,0.24,0.26,151
06/10/2019 21:15,Guarda,PNR,0,0.2,0.21,125
06/10/2019 21:15,Guarda,PURP,0,0.2,0.21,126
06/10/2019 21:15,Guarda,MPT,0,0.16,0.17,98
06/10/2019 21:15,Guarda,NC,0,0.15,0.16,95
06/10/2019 21:15,Guarda,PDR,0,0.13,0.13,78
06/10/2019 21:15,Guarda,PPM,0,0.1,0.11,65
06/10/2019 21:15,Leiria,PPD/PSD,1,37.48,40,38121
06/10/2019 21:15,Leiria,PS,0,29.36,31.33,29857
06/10/2019 21:15,Leiria,B.E.,0,7.95,8.49,8088
06/10/2019 21:15,Leiria,CDS-PP,0,5.91,6.31,6009
06/10/2019 21:15,Leiria,PCP-PEV,0,3.1,3.3,3149
06/10/2019 21:15,Leiria,PAN,0,2.54,2.71,2581
06/10/2019 21:15,Leiria,CH,0,1.5,1.61,1530
06/10/2019 21:15,Leiria,A,0,0.91,0.97,927
06/10/2019 21:15,Leiria,IL,0,0.83,0.89,844
06/10/2019 21:15,Leiria,L,0,0.78,0.83,792
06/10/2019 21:15,Leiria,R.I.R.,0,0.78,0.83,794
06/10/2019 21:15,Leiria,PCTP/MRPP,0,0.69,0.74,705
06/10/2019 21:15,Leiria,MPT,0,0.28,0.3,287
06/10/2019 21:15,Leiria,PNR,0,0.28,0.3,288
06/10/2019 21:15,Leiria,PDR,0,0.26,0.28,269
06/10/2019 21:15,Leiria,NC,0,0.25,0.26,251
06/10/2019 21:15,Leiria,PPM,0,0.24,0.26,244
06/10/2019 21:15,Leiria,PURP,0,0.21,0.22,214
06/10/2019 21:15,Leiria,PTP,0,0.17,0.18,168
06/10/2019 21:15,Leiria,JPP,0,0.12,0.12,118
06/10/2019 21:15,Leiria,MAS,0,0.06,0.07,66
06/10/2019 21:15,Lisboa,PS,0,38.77,40.81,21040
06/10/2019 21:15,Lisboa,PPD/PSD,0,25.09,26.41,13613
06/10/2019 21:15,Lisboa,B.E.,0,8.44,8.89,4581
06/10/2019 21:15,Lisboa,PCP-PEV,0,6.54,6.88,3547
06/10/2019 21:15,Lisboa,CDS-PP,0,4.01,4.22,2178
06/10/2019 21:15,Lisboa,PAN,0,3.39,3.57,1838
06/10/2019 21:15,Lisboa,CH,0,2.04,2.15,1107
06/10/2019 21:15,Lisboa,L,0,1.15,1.21,625
06/10/2019 21:15,Lisboa,IL,0,1.12,1.18,606
06/10/2019 21:15,Lisboa,A,0,1.01,1.07,550
06/10/2019 21:15,Lisboa,PCTP/MRPP,0,0.96,1.01,522
06/10/2019 21:15,Lisboa,R.I.R.,0,0.67,0.71,364
06/10/2019 21:15,Lisboa,PNR,0,0.38,0.4,208
06/10/2019 21:15,Lisboa,PDR,0,0.3,0.32,165
06/10/2019 21:15,Lisboa,MPT,0,0.27,0.28,146
06/10/2019 21:15,Lisboa,PPM,0,0.22,0.23,118
06/10/2019 21:15,Lisboa,NC,0,0.21,0.22,115
06/10/2019 21:15,Lisboa,PURP,0,0.16,0.17,89
06/10/2019 21:15,Lisboa,MAS,0,0.14,0.15,75
06/10/2019 21:15,Lisboa,PTP,0,0.12,0.12,64
06/10/2019 21:15,Madeira,PPD/PSD,1,37.47,38.36,33821
06/10/2019 21:15,Madeira,PS,1,32.89,33.67,29686
06/10/2019 21:15,Madeira,JPP,0,6.75,6.91,6095
06/10/2019 21:15,Madeira,CDS-PP,0,6.07,6.21,5476
06/10/2019 21:15,Madeira,B.E.,0,4.85,4.96,4377
06/10/2019 21:15,Madeira,PCP-PEV,0,1.75,1.79,1582
06/10/2019 21:15,Madeira,PAN,0,1.62,1.66,1462
06/10/2019 21:15,Madeira,PTP,0,0.87,0.89,784
06/10/2019 21:15,Madeira,R.I.R.,0,0.84,0.86,756
06/10/2019 21:15,Madeira,PURP,0,0.81,0.83,730
06/10/2019 21:15,Madeira,CH,0,0.67,0.69,606
06/10/2019 21:15,Madeira,IL,0,0.63,0.65,569
06/10/2019 21:15,Madeira,PCTP/MRPP,0,0.61,0.62,547
06/10/2019 21:15,Madeira,A,0,0.42,0.43,381
06/10/2019 21:15,Madeira,L,0,0.36,0.37,322
06/10/2019 21:15,Madeira,MPT,0,0.34,0.35,309
06/10/2019 21:15,Madeira,PDR,0,0.28,0.28,250
06/10/2019 21:15,Madeira,PNR,0,0.16,0.16,144
06/10/2019 21:15,Madeira,PPM,0,0.15,0.15,132
06/10/2019 21:15,Madeira,NC,0,0.14,0.15,130
06/10/2019 21:15,Portalegre,PS,0,45.42,47.37,15691
06/10/2019 21:15,Portalegre,PPD/PSD,0,19.18,20,6626
06/10/2019 21:15,Portalegre,PCP-PEV,0,11.06,11.54,3821
06/10/2019 21:15,Portalegre,B.E.,0,7.89,8.22,2724
06/10/2019 21:15,Portalegre,CDS-PP,0,4.02,4.19,1388
06/10/2019 21:15,Portalegre,CH,0,2.65,2.76,914
06/10/2019 21:15,Portalegre,PAN,0,1.61,1.68,555
06/10/2019 21:15,Portalegre,PCTP/MRPP,0,1.25,1.31,433
06/10/2019 21:15,Portalegre,L,0,0.55,0.57,189
06/10/2019 21:15,Portalegre,A,0,0.48,0.5,165
06/10/2019 21:15,Portalegre,IL,0,0.44,0.46,151
06/10/2019 21:15,Portalegre,R.I.R.,0,0.42,0.44,146
06/10/2019 21:15,Portalegre,PNR,0,0.3,0.31,104
06/10/2019 21:15,Portalegre,PURP,0,0.21,0.22,74
06/10/2019 21:15,Portalegre,MPT,0,0.17,0.18,59
06/10/2019 21:15,Portalegre,PTP,0,0.13,0.13,44
06/10/2019 21:15,Portalegre,PDR,0,0.12,0.12,41
06/10/2019 21:15,Porto,PS,2,40.07,41.82,92015
06/10/2019 21:15,Porto,PPD/PSD,2,32.24,33.65,74029
06/10/2019 21:15,Porto,B.E.,0,7.74,8.08,17780
06/10/2019 21:15,Porto,CDS-PP,0,3.5,3.65,8038
06/10/2019 21:15,Porto,PCP-PEV,0,3.42,3.57,7859
06/10/2019 21:15,Porto,PAN,0,2.47,2.58,5675
06/10/2019 21:15,Porto,R.I.R.,0,2.11,2.2,4846
06/10/2019 21:15,Porto,IL,0,0.74,0.78,1707
06/10/2019 21:15,Porto,L,0,0.67,0.7,1546
06/10/2019 21:15,Porto,CH,0,0.57,0.6,1317
06/10/2019 21:15,Porto,PCTP/MRPP,0,0.57,0.59,1307
06/10/2019 21:15,Porto,A,0,0.34,0.35,775
06/10/2019 21:15,Porto,PURP,0,0.21,0.22,477
06/10/2019 21:15,Porto,PNR,0,0.2,0.2,450
06/10/2019 21:15,Porto,PTP,0,0.2,0.21,466
06/10/2019 21:15,Porto,MPT,0,0.18,0.19,409
06/10/2019 21:15,Porto,PDR,0,0.16,0.17,374
06/10/2019 21:15,Porto,NC,0,0.14,0.15,320
06/10/2019 21:15,Porto,JPP,0,0.13,0.13,289
06/10/2019 21:15,Porto,PPM,0,0.09,0.09,208
06/10/2019 21:15,Porto,MAS,0,0.06,0.06,142
06/10/2019 21:15,Santarém,PS,1,39.82,41.84,51030
06/10/2019 21:15,Santarém,PPD/PSD,0,22.75,23.9,29152
06/10/2019 21:15,Santarém,B.E.,0,10.55,11.08,13518
06/10/2019 21:15,Santarém,PCP-PEV,0,7.57,7.96,9708
06/10/2019 21:15,Santarém,CDS-PP,0,4.26,4.47,5457
06/10/2019 21:15,Santarém,PAN,0,2.5,2.63,3204
06/10/2019 21:15,Santarém,CH,0,1.99,2.09,2552
06/10/2019 21:15,Santarém,L,0,0.83,0.88,1069
06/10/2019 21:15,Santarém,A,0,0.77,0.81,992
06/10/2019 21:15,Santarém,PCTP/MRPP,0,0.77,0.81,987
06/10/2019 21:15,Santarém,IL,0,0.71,0.74,908
06/10/2019 21:15,Santarém,R.I.R.,0,0.64,0.68,824
06/10/2019 21:15,Santarém,NC,0,0.41,0.43,524
06/10/2019 21:15,Santarém,PNR,0,0.39,0.41,500
06/10/2019 21:15,Santarém,PDR,0,0.32,0.33,406
06/10/2019 21:15,Santarém,MPT,0,0.26,0.27,328
06/10/2019 21:15,Santarém,PPM,0,0.25,0.26,317
06/10/2019 21:15,Santarém,PURP,0,0.25,0.26,323
06/10/2019 21:15,Santarém,PTP,0,0.13,0.14,172
06/10/2019 21:15,Setúbal,PS,0,38.55,40.11,14250
06/10/2019 21:15,Setúbal,PCP-PEV,0,19.51,20.3,7213
06/10/2019 21:15,Setúbal,PPD/PSD,0,13.71,14.26,5068
06/10/2019 21:15,Setúbal,B.E.,0,10.62,11.05,3927
06/10/2019 21:15,Setúbal,PAN,0,3.21,3.34,1185
06/10/2019 21:15,Setúbal,CDS-PP,0,3.07,3.19,1134
06/10/2019 21:15,Setúbal,CH,0,1.57,1.63,579
06/10/2019 21:15,Setúbal,PCTP/MRPP,0,1.27,1.32,469
06/10/2019 21:15,Setúbal,L,0,0.87,0.91,323
06/10/2019 21:15,Setúbal,IL,0,0.73,0.76,271
06/10/2019 21:15,Setúbal,R.I.R.,0,0.67,0.7,249
06/10/2019 21:15,Setúbal,A,0,0.55,0.57,203
06/10/2019 21:15,Setúbal,PNR,0,0.34,0.36,127
06/10/2019 21:15,Setúbal,PDR,0,0.31,0.32,114
06/10/2019 21:15,Setúbal,MPT,0,0.23,0.24,84
06/10/2019 21:15,Setúbal,NC,0,0.23,0.24,86
06/10/2019 21:15,Setúbal,PURP,0,0.23,0.24,85
06/10/2019 21:15,Setúbal,PPM,0,0.22,0.23,81
06/10/2019 21:15,Setúbal,PTP,0,0.12,0.13,46
06/10/2019 21:15,Setúbal,MAS,0,0.1,0.1,36
06/10/2019 21:15,Viana do Castelo,PS,1,35.44,37.22,34097
06/10/2019 21:15,Viana do Castelo,PPD/PSD,1,35.4,37.19,34067
06/10/2019 21:15,Viana do Castelo,B.E.,0,7.5,7.88,7219
06/10/2019 21:15,Viana do Castelo,CDS-PP,0,6.29,6.61,6057
06/10/2019 21:15,Viana do Castelo,PCP-PEV,0,2.97,3.12,2856
06/10/2019 21:15,Viana do Castelo,PAN,0,2.16,2.27,2083
06/10/2019 21:15,Viana do Castelo,R.I.R.,0,0.91,0.96,877
06/10/2019 21:15,Viana do Castelo,CH,0,0.68,0.72,657
06/10/2019 21:15,Viana do Castelo,L,0,0.54,0.57,520
06/10/2019 21:15,Viana do Castelo,IL,0,0.52,0.55,503
06/10/2019 21:15,Viana do Castelo,PCTP/MRPP,0,0.51,0.54,494
06/10/2019 21:15,Viana do Castelo,A,0,0.48,0.51,465
06/10/2019 21:15,Viana do Castelo,JPP,0,0.38,0.4,366
06/10/2019 21:15,Viana do Castelo,PNR,0,0.25,0.26,236
06/10/2019 21:15,Viana do Castelo,PDR,0,0.24,0.26,234
06/10/2019 21:15,Viana do Castelo,NC,0,0.2,0.21,196
06/10/2019 21:15,Viana do Castelo,PPM,0,0.18,0.19,175
06/10/2019 21:15,Viana do Castelo,MPT,0,0.17,0.18,168
06/10/2019 21:15,Viana do Castelo,PTP,0,0.17,0.18,166
06/10/2019 21:15,Viana do Castelo,PURP,0,0.17,0.18,162
06/10/2019 21:15,Vila Real,PPD/PSD,1,39.87,41.82,27772
06/10/2019 21:15,Vila Real,PS,1,37.95,39.81,26436
06/10/2019 21:15,Vila Real,B.E.,0,5.19,5.44,3614
06/10/2019 21:15,Vila Real,CDS-PP,0,4.77,5,3321
06/10/2019 21:15,Vila Real,PCP-PEV,0,2.11,2.22,1473
06/10/2019 21:15,Vila Real,PAN,0,1.4,1.47,977
06/10/2019 21:15,Vila Real,CH,0,0.68,0.72,476
06/10/2019 21:15,Vila Real,R.I.R.,0,0.67,0.7,464
06/10/2019 21:15,Vila Real,A,0,0.62,0.65,432
06/10/2019 21:15,Vila Real,PCTP/MRPP,0,0.61,0.64,426
06/10/2019 21:15,Vila Real,L,0,0.42,0.44,290
06/10/2019 21:15,Vila Real,IL,0,0.34,0.36,238
06/10/2019 21:15,Vila Real,PPM,0,0.21,0.22,143
06/10/2019 21:15,Vila Real,PDR,0,0.18,0.19,126
06/10/2019 21:15,Vila Real,NC,0,0.17,0.18,117
06/10/2019 21:15,Vila Real,PNR,0,0.16,0.16,108
06/10/2019 21:15,Viseu,PPD/PSD,2,36.22,38.06,55822
06/10/2019 21:15,Viseu,PS,2,35.77,37.6,55141
06/10/2019 21:15,Viseu,B.E.,0,7.51,7.89,11569
06/10/2019 21:15,Viseu,CDS-PP,0,5.96,6.27,9191
06/10/2019 21:15,Viseu,PCP-PEV,0,2.24,2.36,3456
06/10/2019 21:15,Viseu,PAN,0,2.02,2.12,3113
06/10/2019 21:15,Viseu,CH,0,0.97,1.02,1502
06/10/2019 21:15,Viseu,R.I.R.,0,0.78,0.81,1195
06/10/2019 21:15,Viseu,A,0,0.68,0.71,1046
06/10/2019 21:15,Viseu,PCTP/MRPP,0,0.53,0.56,814
06/10/2019 21:15,Viseu,IL,0,0.5,0.53,771
06/10/2019 21:15,Viseu,L,0,0.46,0.49,712
06/10/2019 21:15,Viseu,PNR,0,0.31,0.33,485
06/10/2019 21:15,Viseu,PDR,0,0.26,0.28,404
06/10/2019 21:15,Viseu,PPM,0,0.21,0.22,321
06/10/2019 21:15,Viseu,PURP,0,0.2,0.21,313
06/10/2019 21:15,Viseu,NC,0,0.17,0.18,266
06/10/2019 21:15,Viseu,PTP,0,0.15,0.15,226
06/10/2019 21:15,Viseu,MPT,0,0.14,0.15,218
06/10/2019 21:15,Viseu,JPP,0,0.06,0.06,86
06/10/2019 21:20,Território Nacional,PS,21,37.33,39.19,801807
06/10/2019 21:20,Território Nacional,PPD/PSD,14,30.71,32.24,659633
06/10/2019 21:20,Território Nacional,B.E.,0,8.43,8.85,181128
06/10/2019 21:20,Território Nacional,PCP-PEV,1,5.36,5.63,115176
06/10/2019 21:20,Território Nacional,CDS-PP,0,4.6,4.83,98864
06/10/2019 21:20,Território Nacional,PAN,0,2.42,2.54,51956
06/10/2019 21:20,Território Nacional,CH,0,1.13,1.19,24310
06/10/2019 21:20,Território Nacional,R.I.R.,0,0.84,0.88,18078
06/10/2019 21:20,Território Nacional,PCTP/MRPP,0,0.68,0.71,14622
06/10/2019 21:20,Território Nacional,IL,0,0.67,0.7,14420
06/10/2019 21:20,Território Nacional,L,0,0.66,0.69,14143
06/10/2019 21:20,Território Nacional,A,0,0.59,0.62,12681
06/10/2019 21:20,Território Nacional,JPP,0,0.36,0.37,7670
06/10/2019 21:20,Território Nacional,PNR,0,0.25,0.26,5378
06/10/2019 21:20,Território Nacional,MPT,0,0.21,0.23,4607
06/10/2019 21:20,Território Nacional,PDR,0,0.21,0.22,4405
06/10/2019 21:20,Território Nacional,PURP,0,0.21,0.22,4595
06/10/2019 21:20,Território Nacional,NC,0,0.2,0.22,4403
06/10/2019 21:20,Território Nacional,PTP,0,0.18,0.19,3807
06/10/2019 21:20,Território Nacional,PPM,0,0.16,0.17,3487
06/10/2019 21:20,Território Nacional,MAS,0,0.04,0.04,865
06/10/2019 21:20,Açores,PS,0,41.06,44.02,15184
06/10/2019 21:20,Açores,PPD/PSD,0,30.47,32.66,11266
06/10/2019 21:20,Açores,B.E.,0,6.95,7.45,2571
06/10/2019 21:20,Açores,CDS-PP,0,5.21,5.59,1928
06/10/2019 21:20,Açores,PAN,0,2.36,2.52,871
06/10/2019 21:20,Açores,PCP-PEV,0,2.35,2.52,870
06/10/2019 21:20,Açores,CH,0,0.79,0.84,291
06/10/2019 21:20,Açores,L,0,0.7,0.75,260
06/10/2019 21:20,Açores,PCTP/MRPP,0,0.65,0.69,239
06/10/2019 21:20,Açores,A,0,0.63,0.68,234
06/10/2019 21:20,Açores,PPM,0,0.55,0.59,205
06/10/2019 21:20,Açores,IL,0,0.46,0.49,169
06/10/2019 21:20,Açores,MPT,0,0.38,0.41,140
06/10/2019 21:20,Açores,PNR,0,0.29,0.31,107
06/10/2019 21:20,Açores,PTP,0,0.17,0.18,63
06/10/2019 21:20,Açores,MAS,0,0.15,0.16,55
06/10/2019 21:20,Açores,PDR,0,0.12,0.12,43
06/10/2019 21:20,Aveiro,PPD/PSD,1,35.16,36.99,52277
06/10/2019 21:20,Aveiro,PS,1,32.66,34.35,48548
06/10/2019 21:20,Aveiro,B.E.,0,9.15,9.62,13604
06/10/2019 21:20,Aveiro,CDS-PP,0,7.23,7.61,10755
06/10/2019 21:20,Aveiro,PAN,0,2.77,2.91,4117
06/10/2019 21:20,Aveiro,PCP-PEV,0,2.55,2.68,3792
06/10/2019 21:20,Aveiro,R.I.R.,0,0.86,0.91,1284
06/10/2019 21:20,Aveiro,IL,0,0.82,0.87,1226
06/10/2019 21:20,Aveiro,CH,0,0.81,0.86,1210
06/10/2019 21:20,Aveiro,A,0,0.64,0.67,946
